net,length_um
_1923_,7.12
_2615_,7.105
_0251_,7.1
_0511_,7.1
_0816_,7.1
_1730_,7.1
_2135_,7.1
_2380_,7.1
_1377_,7.08
_1875_,7.08
_0044_,7.06
_0955_,7.06
_1134_,7.06
_1687_,7.06
_2623_,7.06
_2875_,7.06
_3075_,7.06
_3078_,7.06
_3494_,7.06
_1479_,7.04
_2920_,7.04
control[2],7.03
B[18],7.01
result[18],7.01
_3533_,7
_0126_,6.99
_2165_,6.98
_2236_,6.98
_2480_,6.98
_2706_,6.98
_2904_,6.98
_3187_,6.98
_0260_,6.96
_0338_,6.96
_1158_,6.96
_1420_,6.96
_3324_,6.96
_0039_,6.94
_1391_,6.94
_1494_,6.94
_1026_,6.9
_2834_,6.89
_1820_,6.88
_3143_,6.88
_3698_,6.88
net117,6.88
_0053_,6.86
_0644_,6.86
_1412_,6.86
_2625_,6.86
_2807_,6.86
_1744_,6.85
_2789_,6.84
_3297_,6.84
_2827_,6.82
A[15],6.79
_2476_,6.79
_2546_,6.79
_0431_,6.78
_0847_,6.78
_2544_,6.78
_0560_,6.765
_0655_,6.76
_0882_,6.76
_1204_,6.76
_2420_,6.76
_2550_,6.76
_2849_,6.76
_3280_,6.76
_3471_,6.76
net158,6.76
_0384_,6.74
_1041_,6.74
_1055_,6.74
_2730_,6.74
_2781_,6.74
_3246_,6.74
_3567_,6.74
_0547_,6.72
_0548_,6.72
_0730_,6.72
_2059_,6.72
_2877_,6.72
_3167_,6.72
_0013_,6.66
_0178_,6.66
_0504_,6.66
_2122_,6.66
_2451_,6.66
_2804_,6.66
_2814_,6.66
_1398_,6.64
_1589_,6.64
_1806_,6.64
_2227_,6.64
_2383_,6.64
_2620_,6.64
_2726_,6.64
_2823_,6.64
net149,6.64
net151,6.64
_0951_,6.62
_1951_,6.62
_1941_,6.6
_2893_,6.6
A[3],6.57
_1039_,6.54
_1182_,6.54
_2711_,6.54
_3603_,6.54
_0029_,6.52
_0490_,6.52
_0626_,6.52
_2224_,6.52
_2501_,6.52
_2805_,6.52
_3360_,6.52
_1102_,6.51
_1404_,6.5
_0036_,6.48
_1335_,6.48
_1547_,6.48
_1917_,6.48
_0740_,6.47
_0674_,6.42
_0233_,6.4
_1000_,6.4
_2559_,6.4
_2636_,6.4
_3641_,6.4
_0500_,6.33
zero_flag,6.33
_0217_,6.32
_1430_,6.32
_2719_,6.32
_2894_,6.32
_2933_,6.32
B[27],6.31
_0668_,6.3
_0669_,6.3
_0833_,6.3
_0857_,6.3
_1581_,6.3
_2520_,6.3
_2778_,6.3
_2833_,6.3
_3105_,6.3
net185,6.3
_0026_,6.28
_0235_,6.28
_0464_,6.28
_0603_,6.28
_0913_,6.28
_1366_,6.28
_3467_,6.28
_0498_,6.26
_1068_,6.26
_1622_,6.26
_1849_,6.26
_1937_,6.26
_2077_,6.26
_2298_,6.26
_2750_,6.26
_2940_,6.26
_1693_,6.24
result[16],6.21
_1028_,6.2
_2885_,6.2
_3279_,6.2
_3701_,6.2
_0561_,6.18
_1022_,6.18
_1261_,6.18
_1733_,6.18
_1783_,6.18
_1897_,6.18
_1981_,6.18
_2909_,6.18
_2918_,6.18
_2943_,6.18
_2994_,6.18
_3070_,6.18
_3335_,6.18
_3630_,6.18
_0070_,6.16
_2731_,6.16
_0276_,6.14
_1711_,6.14
_1889_,6.14
_2030_,6.14
_2044_,6.14
_2427_,6.14
_2465_,6.14
_2964_,6.14
_3277_,6.14
A[17],6.11
_0243_,6.11
A[29],6.09
B[4],6.09
_2570_,6.075
_0134_,6.06
_0804_,6.06
_1222_,6.06
_1304_,6.06
_1487_,6.06
_1551_,6.06
_1795_,6.06
_2097_,6.06
_2514_,6.06
_2626_,6.06
_3647_,6.06
_0241_,6.05
_0633_,6.04
_0777_,6.02
_2475_,6.02
_1171_,5.98
_3592_,5.98
B[29],5.97
B[9],5.97
_2256_,5.96
_2283_,5.96
_0218_,5.94
_0788_,5.94
_1561_,5.94
_1663_,5.94
_2815_,5.94
_2906_,5.9
_1302_,5.86
_1749_,5.86
_2458_,5.86
_3058_,5.86
_3086_,5.86
_0022_,5.84
_0228_,5.84
_0843_,5.84
_1760_,5.84
_1938_,5.84
_2284_,5.84
_2783_,5.84
_2874_,5.84
_3124_,5.84
_3392_,5.84
_2088_,5.82
_2272_,5.82
_3320_,5.82
_1827_,5.8
_2004_,5.8
_2898_,5.8
_3281_,5.8
A[26],5.77
_0132_,5.74
_0588_,5.74
_0952_,5.74
_1285_,5.74
_1354_,5.74
_2518_,5.74
_2930_,5.74
_0555_,5.735
_0198_,5.72
_0333_,5.72
_2858_,5.72
_3489_,5.72
_3498_,5.72
_3525_,5.72
_3614_,5.72
_1464_,5.7
_2769_,5.7
_0167_,5.68
_1476_,5.68
_1775_,5.68
_3354_,5.68
_3625_,5.68
net114,5.68
_0248_,5.62
_1878_,5.62
_2111_,5.62
_2771_,5.62
_0840_,5.6
_1480_,5.6
_1750_,5.6
_1817_,5.6
_1933_,5.6
_2531_,5.6
_2477_,5.58
_1163_,5.56
_3147_,5.56
_3239_,5.56
_1289_,5.53
result[10],5.53
result[12],5.53
result[27],5.53
result[2],5.53
result[3],5.53
result[9],5.53
_2689_,5.52
_1331_,5.5
_1523_,5.49
_0917_,5.48
_3109_,5.48
_3337_,5.48
net146,5.475
_2038_,5.46
_3420_,5.46
_1266_,5.45
A[30],5.41
control[0],5.41
_0825_,5.4
_1042_,5.4
_1962_,5.4
_3184_,5.4
_3366_,5.4
net184,5.4
_0550_,5.38
_0665_,5.38
_1157_,5.38
_2362_,5.38
_2944_,5.38
_3096_,5.38
_3333_,5.38
_3502_,5.38
net121,5.38
_2282_,5.36
_2347_,5.36
_2424_,5.36
_2460_,5.36
_0954_,5.34
_1060_,5.34
_2020_,5.34
_2108_,5.34
_2388_,5.34
_2616_,5.34
_2810_,5.34
_2951_,5.34
_2968_,5.34
net214,5.34
_0389_,5.28
_0842_,5.28
_1325_,5.28
_1690_,5.28
_2267_,5.28
_3434_,5.28
_0129_,5.26
_0197_,5.26
_0440_,5.26
_1407_,5.26
_1455_,5.26
_1787_,5.26
_1896_,5.26
_2058_,5.26
_2320_,5.26
_3037_,5.26
_3309_,5.26
_3426_,5.26
_3435_,5.26
_3499_,5.26
_3606_,5.26
_0471_,5.24
_0977_,5.24
_2999_,5.24
_0291_,5.22
_0522_,5.22
_0818_,5.22
_1006_,5.22
_2003_,5.22
_2212_,5.22
_2242_,5.22
_2962_,5.22
_3064_,5.22
_3514_,5.22
_3534_,5.22
_2223_,5.19
result[25],5.19
_1630_,5.16
_0780_,5.15
_0240_,5.14
_1013_,5.14
_1096_,5.14
_1296_,5.14
_1645_,5.14
_2254_,5.14
_2942_,5.14
A[12],5.07
_0562_,5.06
_0779_,5.06
net160,5.04
_0768_,5.02
_2756_,5.02
A[6],4.95
control[3],4.95
_1237_,4.94
_1621_,4.94
_1944_,4.94
_1979_,4.94
_2124_,4.94
_2585_,4.94
_2959_,4.94
_3091_,4.94
_3680_,4.94
_0242_,4.92
_0627_,4.92
_1161_,4.92
_1236_,4.92
_1572_,4.92
_1880_,4.92
_2258_,4.92
_2478_,4.92
_2777_,4.92
_3094_,4.92
_3288_,4.92
net199,4.92
_0871_,4.905
_1507_,4.9
_1986_,4.9
_2273_,4.9
_2770_,4.9
_3526_,4.9
_0023_,4.88
_0832_,4.88
_2733_,4.88
_2929_,4.88
net174,4.88
_1648_,4.85
result[30],4.85
result[8],4.85
_1658_,4.83
_2173_,4.82
_2862_,4.82
_3039_,4.82
_3520_,4.82
_3576_,4.82
net110,4.82
_2895_,4.81
_1228_,4.8
_1654_,4.8
_2372_,4.8
_2589_,4.8
_2879_,4.8
_2900_,4.8
_3006_,4.8
_3038_,4.8
_3117_,4.8
net90,4.8
_1225_,4.78
_1647_,4.78
_3043_,4.77
_1367_,4.76
_1956_,4.76
_2103_,4.76
_2746_,4.76
_1616_,4.74
A[25],4.73
B[26],4.73
_1486_,4.7
_3593_,4.7
_3683_,4.7
_2006_,4.68
_3532_,4.68
_2422_,4.66
_1612_,4.6
_2571_,4.6
net155,4.6
_2665_,4.58
_3088_,4.58
_3432_,4.58
_2969_,4.56
_3411_,4.56
_2702_,4.54
_0299_,4.48
_1287_,4.48
_1781_,4.48
_2269_,4.48
_2856_,4.48
_2945_,4.48
_3238_,4.48
_0348_,4.46
_0957_,4.46
_0961_,4.46
_1206_,4.46
_1510_,4.46
_1685_,4.46
_1688_,4.46
_1948_,4.46
_2264_,4.46
_2348_,4.46
_2488_,4.46
_2788_,4.46
_2988_,4.46
_3021_,4.46
_3590_,4.46
_0634_,4.44
_1003_,4.44
_1286_,4.44
_3102_,4.44
_1347_,4.42
_1447_,4.42
_1453_,4.42
_2861_,4.42
_3188_,4.42
net128,4.42
_0733_,4.41
_0310_,4.37
_0699_,4.36
_1314_,4.36
_1983_,4.36
_2060_,4.36
_2667_,4.36
_3093_,4.36
_3165_,4.36
net134,4.36
net181,4.36
_0101_,4.34
_0896_,4.34
_1231_,4.34
_1465_,4.34
_1793_,4.34
_2066_,4.34
_2364_,4.34
_2596_,4.34
_2984_,4.34
A[13],4.27
A[27],4.27
_0369_,4.24
_1395_,4.24
_2775_,4.24
_0534_,4.22
_1211_,4.22
_1977_,4.22
_3568_,4.22
_3569_,4.22
_2084_,4.14
_2078_,4.12
_3711_,4.12
_0705_,4.11
_2361_,4.08
_2305_,4.03
_0077_,4.02
_0413_,4.02
_1459_,4.02
_1784_,4.02
_1975_,4.02
_2316_,4.02
_3205_,4.02
_0015_,4
_0202_,4
_0472_,4
_0600_,4
_0889_,4
_1153_,4
_1253_,4
_1509_,4
_1558_,4
_1808_,4
_1891_,4
_1946_,4
_2136_,4
_2312_,4
_2996_,4
_3089_,4
_3484_,4
_3693_,4
net169,4
_0269_,3.98
A[11],3.93
B[14],3.93
B[6],3.93
_1312_,3.91
_0014_,3.9
_0564_,3.9
_0753_,3.9
_1198_,3.9
_1640_,3.9
_2924_,3.9
net142,3.9
net147,3.9
_3617_,3.885
_0001_,3.88
_0159_,3.88
_0789_,3.88
_1559_,3.88
_1959_,3.88
_3009_,3.88
_3203_,3.88
_3412_,3.88
_3570_,3.88
_3586_,3.88
_3713_,3.88
_3005_,3.86
_1602_,3.78
_3398_,3.78
_0769_,3.76
_3012_,3.76
_3417_,3.76
_1438_,3.68
_1567_,3.68
_2674_,3.68
_2808_,3.68
_2850_,3.68
_2997_,3.68
_1223_,3.66
_2685_,3.66
_2953_,3.66
_3092_,3.66
_3600_,3.66
_0002_,3.585
_0851_,3.56
_1242_,3.56
_2971_,3.56
_3268_,3.56
_3269_,3.56
_3684_,3.56
_3700_,3.56
_0046_,3.54
_0125_,3.54
_0938_,3.54
_1081_,3.54
_1276_,3.54
_1365_,3.54
_1399_,3.54
_1828_,3.54
_2002_,3.54
_2065_,3.54
_2130_,3.54
_3060_,3.54
_3121_,3.54
_3245_,3.54
_3578_,3.54
_3726_,3.54
net129,3.54
_1279_,3.53
_1268_,3.52
_2979_,3.52
_0437_,3.44
_0822_,3.44
_0888_,3.44
_2950_,3.44
net205,3.44
_0084_,3.42
_0297_,3.42
_0692_,3.42
_0886_,3.42
_1097_,3.42
_1768_,3.42
_2250_,3.42
_2293_,3.42
_2304_,3.42
_2317_,3.42
_2931_,3.42
_2941_,3.42
_2993_,3.42
_3260_,3.42
_3704_,3.42
_0037_,3.35
_2753_,3.32
_2812_,3.3
_3106_,3.3
_0091_,3.22
_2680_,3.22
_2682_,3.22
_3112_,3.22
_3477_,3.22
_0581_,3.115
_1809_,3.1
_2072_,3.1
_2206_,3.1
_2716_,3.1
_2910_,3.1
_2916_,3.1
_2960_,3.1
_3067_,3.1
_3597_,3.1
_0011_,3.08
_0372_,3.08
_0442_,3.08
_0663_,3.08
_0687_,3.08
_0702_,3.08
_1079_,3.08
_1103_,3.08
_1491_,3.08
_2286_,3.08
_2414_,3.08
_2529_,3.08
_2854_,3.08
_2966_,3.08
_3286_,3.08
_3344_,3.08
_3351_,3.08
net120,3.08
net180,3.08
_2992_,3.05
_1779_,2.98
_2463_,2.98
net186,2.98
_0112_,2.96
_1624_,2.96
_1803_,2.96
_1932_,2.96
_2179_,2.96
_2577_,2.96
_2957_,2.96
_3053_,2.96
_3282_,2.96
_3394_,2.96
_1443_,2.86
_3218_,2.86
_1317_,2.84
_2790_,2.76
_3294_,2.76
_3485_,2.76
_1290_,2.74
_2222_,2.74
_2403_,2.74
_0697_,2.72
_0307_,2.715
_1015_,2.64
_1458_,2.64
_1714_,2.64
_2158_,2.64
_2633_,2.64
_2888_,2.64
_3003_,2.64
_3062_,2.64
_3214_,2.64
_3361_,2.64
_3413_,2.64
_3504_,2.64
_0345_,2.62
_0758_,2.62
_2901_,2.62
_2974_,2.62
_3013_,2.62
_3040_,2.62
_3049_,2.62
_3346_,2.62
_3393_,2.62
_3399_,2.62
net139,2.62
net161,2.62
_1526_,2.61
_0182_,2.52
_0302_,2.52
_0370_,2.52
_1764_,2.52
_2276_,2.52
_2872_,2.52
_0532_,2.5
_0594_,2.5
_0621_,2.5
_1031_,2.5
_1864_,2.5
_2145_,2.5
_2310_,2.5
_2404_,2.5
_2658_,2.5
_2934_,2.5
_2978_,2.5
_3160_,2.5
_3208_,2.5
_3266_,2.5
_3415_,2.5
_3689_,2.5
_3710_,2.5
_0221_,2.45
_1105_,2.3
_1368_,2.3
_1436_,2.3
_1492_,2.3
_1819_,2.3
_2385_,2.3
_2772_,2.3
_3004_,2.3
net172,2.23
_0185_,2.18
_0424_,2.18
_0426_,2.18
_0852_,2.18
_1945_,2.18
_2428_,2.18
_2907_,2.18
_2954_,2.18
_0398_,2.16
_0505_,2.16
_0619_,2.16
_1282_,2.16
_1321_,2.16
_1393_,2.16
_1461_,2.16
_1527_,2.16
_1751_,2.16
_2516_,2.16
_2928_,2.16
_2965_,2.16
_3101_,2.16
_3355_,2.16
net125,2.16
net152,2.16
net157,2.16
_1019_,2.06
_1075_,2.06
_2200_,2.06
_2573_,2.06
_2956_,2.06
_3034_,2.06
net127,2.06
_0216_,2.04
_0568_,2.04
_0597_,2.04
_0713_,2.04
_0776_,2.04
_0891_,2.04
_1525_,2.04
_2260_,2.04
_2921_,2.04
_3648_,2.04
net171,2.04
_1773_,1.95
_2289_,1.94
_3594_,1.94
_0252_,1.84
_0284_,1.84
_0417_,1.84
_3002_,1.84
_3579_,1.84
_3691_,1.84
_0075_,1.72
_0700_,1.72
_1069_,1.72
_1334_,1.72
_1935_,1.72
_2034_,1.72
_2308_,1.72
_2668_,1.72
_2967_,1.72
_3018_,1.72
_0277_,1.7
_0329_,1.7
_1269_,1.7
_1318_,1.7
_1553_,1.7
_1636_,1.7
_1818_,1.7
_2679_,1.7
_2820_,1.7
_2939_,1.7
_2977_,1.7
_3059_,1.7
_3085_,1.7
_3164_,1.7
_3173_,1.7
_3708_,1.7
net198,1.7
_1604_,1.68
_0566_,1.6
_3338_,1.56
_3478_,1.48
_0193_,1.38
_1229_,1.38
_2291_,1.38
_2720_,1.38
_2972_,1.38
_1046_,1.36
_1148_,1.26
_2378_,1.26
_2927_,1.26
_2963_,1.26
_2989_,1.26
_3020_,1.26
_3033_,1.26
net176,1.26
_2897_,1.22
_1462_,1.15
_0195_,1.14
_1201_,1.14
_1892_,1.14
_2579_,1.14
_0894_,1.02
_2935_,0.92
_3103_,0.92
_2297_,0.82
_2913_,0.8
_2917_,0.8
_0902_,0.46
_1278_,0.46
